,1,2,3
0,99.99220087841769,99.99999999998926,99.97778175102472
1,99.99999999998926,99.9748962348881,99.96967474143584
2,99.96887982073804,99.96866350514493,99.96989145142135
3,99.96889553784679,99.96795719133489,99.99999999999068
4,99.96575440764367,99.99999999999068,99.9075451781144
5,99.99999999999068,99.90691691776253,99.90652507334633
6,99.88948725913967,99.90325822722136,99.90245840438112
7,99.91904074027717,99.89796287024069,99.9999999999921
8,99.89488932950557,99.9999999999921,99.6994670073236
9,99.9999999999921,99.64805350643428,99.65413998856306
10,99.61470576167936,99.70973201024792,99.66975410129564
11,99.70631717333346,99.703403858008,99.99999999999352
12,99.68599857146602,99.99999999999352,99.01642357594926
13,99.99999999999352,99.0588197781527,98.99246496506203
14,98.94474491850694,99.08387272606736,98.87608230030733
15,99.03088790821833,98.7544757765799,99.99999999999494
16,99.11750283605107,99.99999999999494,97.4236275361997
17,99.99999999999494,96.8604341737071,96.60390513661406
18,96.30910683435673,96.71214333821229,96.23654624676239
19,97.28997935206229,96.87064484810007,99.99999999999636
20,97.09598235210315,99.99999999999636,90.52284236256715
21,99.99999999999636,88.67326469884715,89.31908446026179
22,88.4870641701139,89.80642920768464,90.03314735309348
23,89.44390468520174,90.02038571295908,99.99999999999778
24,87.98289717147411,99.99999999999778,69.44393682836152
25,99.99999999999778,68.1106417293424,61.57738709340567
26,67.31543587320454,65.50566432498333,68.72869346370922
27,64.88341856675153,67.06639437929992,99.9999999999992
28,65.34272040072373,99.9999999999992,0.0
29,99.9999999999992,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
